Jrk. nr	Autor	Pealkiri	sarja nimetus	köide	zanr	kirjastus	aasta	kogus	Laenutatud
2587	Jacey Ford	Ohtlikud kurvid	New York Timesi bestseller		kriminaalromaan	Ersen	2005		
2588	"Erik Samel, Aire-Piret Pärn"	Eesti koerte atlas	 		teatmekirjandus	Pegasus	2005		
2589	E.C. Sheedy	Põhjatu pahelisus	New York Timesi bestseller		kriminaalromaan	Ersen	2004		
2590	Wendy Corsi Staub	"Üks elu, mitu surma"	New York Timesi bestseller		kriminaalromaan	Ersen	2005		
2591	Wendy Corsi Staub	Cameron ja tudengineidude selts	Tudengielu 101	1	noorteromaan	Ersen	2000		
2592	Wendy Corsi Staub	Zara ja toanaaber	Tudengielu 102	2	noorteromaan	Ersen	2000		
2593	Wendy Corsi Staub	Kim ja pidu	Tudengielu 103	3	noorteromaan	Ersen	2000		
2594	Mario Puzo	Ristiisa	XX sajand	16	romaan	Päevaleht	2005		
2595	Tatjana Ustinova	Minu kindral	Kaasaegne vene kriminaalromaan		kriminaalromaan	Ersen	2005		
2596	Lorenzo Carcaterra	Paradiisilinn	Toimik	29	romaan	Ersen	2005		
2597	Tess Gerritsen	Patune	Toimik	32	romaan	Ersen	2005		
2598	Dan Brown	Pettepunkt	 		kriminaalromaan	Ersen	2006		
2599	Edward Morgan Forster	Howards End	XX sajand	19	romaan	Päevaleht	2005		
2600	Russell Andrews	Gideoni saladus	Toimik	33	romaan	Ersen	2006		
2601	Nora Roberts	Sinine suits	New York Timesi bestseller		kriminaalromaan	Ersen	2006		
2602	India Knight	Kas sa ei tahaks mind?	 		romaan	Pegasus	2005		
2603	Jodi Picoult	Kadumised	Armastusromaan		romaan	Ersen	2006		
2604	Robert Ludlum	Kaksikute võitlus	 		romaan	Hotger	2006		
2605	Alistair MacLean	Navarone suurtükid	XX sajand	20	romaan	Päevaleht	2005	2 tükki	
2606	Cathy Yardley	Los Angelese tüdruk	Red Dress Ink		romaan	Varrak	2004		
2607	Mary MacBride	Kolm kaunist sõna	Armastusromaan		armastusromaan	Ersen	2006		
2608	G.A. McKevett	Surm šokolaadis	irooniline kriminaalromaan		kriminaalromaan	Ersen	2005		
2609	Toni Morrison	Armas	XX sajand	23	romaan	Päevaleht	2006		
2610	Joseph Conrad	Salakuulaja	XX sajand	24	romaan	Päevaleht	2006		
2611	Gregg Loomis	Pegasuse saladus	 		romaan	Ersen	2006		
2612	Amy Gutman	Kahtlane surm	Maailma menukid		romaan	Ersen	2005		
2613	Marie-France Etchegoin Frederic Lenoir	"""Da Vinci koodi"" jälgedes"	 		romaan	sinisukk	2005		
2614	Val McDermid	Tapakihk veres	 		romaan	Varrak	2006		
2615	Iain Pears	Raffaeli afäär	 		romaan	Ersen	2005		
2616	James Grippando	Õigluse hind	 		romaan	Ersen	2006		
2617	William Faulkner	Hälin ja raev	XX sajand	25	romaan	Päevaleht	2006		
2618	Michael Ondaatje	Inglise patsient	XX sajand	26	romaan	Päevaleht	2006		
2619	Darja Dontsova	Õhtusöök inimsööja juures	irooniline kriminaalromaan		kriminaalromaan	Ersen	2006		
2620	Jaroslav Hašek	Vahva sõdur Šveiki juhtumised	XX sajand	30	romaan	Päevaleht	2006		
2621	Andre Gide	Valerahategijad	XX sajand	29	romaan	Päevaleht	2006		
2622	Eduard Vilde	Mäeküla piimamees	XX sajand	28	romaan	Päevaleht	2006		
2623	Agatha Christie	Surm Niilusel	XX sajand	22	romaan	Päevaleht	2006		
2624	Virginia Kantra	Lähivõte	Kirg ja põnevus		naistekas	Ersen	2006		
2625	Jack Kerouac	Teel	XX sajand	32	romaan	Päevaleht	2006		
2626	Robert Graves	Jumal Claudius ja tema naine Messalina	XX sajand	31	romaan	Päevaleht	2006		
2627	"Ian Caldwell, Dustin Thomason"	Nelja mõõt	 		romaan	Varrak	2006		
2628	Robert Crais	Unustatud mees	Toimik	36	romaan	Ersen	2006		
2629	John Grisham	Amnestia	 		romaan	Varrak	2006		
2630	James Siegel	Epitaaf	Toimik	35	romaan	Ersen	2006		
2631	Tess Gerritsen	Kirurg	Toimik	34	romaan	Ersen	2006		
2632	P.D. James	Vägivaldne surm	 		romaan	Varrak	2006		
2633	Tatjana Ustinova	Viirastusmaja kaasavaraks	Kaasaegne vene kriminaalromaan		romaan	Ersen	2006		
2634	Ian Pears	Tõe teeviit	 	I	romaan	Ersen	2006		
2635	Nora Roberts	Punane liilia	Triloogia	III	armastusromaan	Ersen	2006		
2636	Heinrich Böll	Klouni silmaga	XX sajand	33	romaan	Päevaleht	2006		
2637	Ken Kesey	Lendas üle käopesa	XX sajand	34	romaan	Päevaleht	2006		
2638	Truman Capote	Külmavereliselt	XX sajand	36	romaan	Päevaleht	2006		
2639	Hando Runnel	Sinamu	 		luulekogu	Ilmamaa	2006		
2640	Sallie Bissell	Saatanast vaevatud	Kirg ja põnevus		kriminaalromaan	Ersen	2006		
2641	Julie Ortolon	Peaaegu täiuslik	Triloogia	I	naistekas	Ersen	2006		
2642	Marcel Proust	Swanni armastus	XX sajand	37	romaan	Päevaleht	2006		
2643	Charles Bukowski	Naised	XX sajand	38	romaan	Päevaleht	2006		
2644	William Golding	Vaba langemine	XX sajand	39	romaan	Päevaleht	2006		
2645	Wendy Wax	Täiuslik sobivus	Armastusromaan		armastusromaan	Ersen	2006		
2646	Daniel Silva	Tuleprints	Toimik	37	kriminaalromaan	Ersen	2006		
2647	Oksana Robski	Õnn saabub homme	 		romaan	Ersen	2006		
2648	Julie Ortolon	Lihtsalt täiuslik	Armastusromaan	II	naistekas	Ersen	2006		
2649	Lynn Ericson	Abikaasa ja armuke	Kirg ja põnevus		romaan	Ersen	2006		
2650	Tatjana Ustinova	Helge tulevikuga reisikott	Kaasaegne vene kriminaalromaan		kriminaalromaan	Ersen	2006		
2651	Colleen Thompson	Saatuslik viga	New York Timesi bestseller		naistekas	Ersen	2006		
2652	Mario Puzo	Sitsiillane	XX sajand	40	romaan	Päevaleht	2006		
2653	Hunter Morgan	Ta ei hakka kunagi rääkima	Kirg ja põnevus		naistekas	Ersen	2006		
2654	Elizabeth Bevarly	Sellised mehed kord juba on	Armastusromaan		armastusromaan	Ersen	2006		
2655	Anne Holt	See. Mis kuulub mulle	Rahvusvaheline bestseller		kriminaalromaan	Ersen	2006		
2656	Resat Nuri Güntekini	Linnuke	 		armastusromaan	Eesti Riiklik kirjastus	1961		
2657	Nancy Thayer	Kuumahoogude klubi pühad	Armastusromaan		romaan	Ersen	2006		
2658	Christina Dodd	Rpeaaegu armunud	New York Timesi bestseller		armastusromaan	Ersen	2006		
2659	Lynne Heitman	Esimese astme mõrv	New York Timesi bestseller		kriminaalromaan	Ersen	2006		
2660	Aleksandra Marinina	Võõras mask	 		kriminaalromaan	Ersen	2006		
2661	Julie Ortolon	Liiga täiuslik	Armastusromaan	III	naistekas	Ersen	2006		
2662	Friedrich Reinhold Kreutzwald	Eesti rahva ennemuistsed jutud	 		muinasjutud	Eesti Riiklik kirjastus	1953		
2663	Michael Slade	Haakrist	Toimik	40	kriminaalromaan	Ersen	2006		
2664	Oksana Robski	Armastusest armastusse	 		romaan	Ersen	2006		
2665	Robert Ludlum	Matlocki dokument	 		romaan	Hotger	2006		
2666	Mary Sheldon	Unistuste kammitsais	Armastusromaan		armastusromaan	Ersen	2006		
2667	Phillip Margolin	Tapja pihtimus	Toimik	39	kriminaalromaan	Ersen	2006		
2668	Alexander McCall Smith	Kalahari masinakirjakool meestele	 		romaan	Varrak	2006		
2669	David Baldacci	Kaameliklubi	Toimik	38	kriminaalromaan	Ersen	2006		
2670	Greg Iles	Pöörav ingel	Toimik	42	kriminaalromaan	Ersen	2006		
2671	Robert Ludlum	Ikarose toimik	 		romaan	Hotger	2006		
2672	Aleksandra Marinina	Laske Timukal tegutseda	 		kriminaalromaan	Ersen	2006		
2673	Julia London	Pulmadest pääsenud	Armastusromaan		armastusromaan	Ersen	2006		
2674	Patricia Cornwell	Jälg	 		kriminaalromaan	Varrak	2006		
2675	Robert Byrne	Tunnel	Katastroofisari		romaan	Ersen	2006		
2676	Harlan Coben	Luba mulle	Rahvusvaheline bestseller		romaan	Ersen	2006		
2677	Jude Deveraux	Carolina saareke	Armastusromaan		romaan	Ersen	2006		
2678	Michael Conelly	Süütu klient	Rahvusvaheline bestseller		romaan	Ersen	2006		
2679	Robert Byrne	Pais	Katastroofisari		romaan	Ersen	2006		
2680	Stephen White	Parim kättemaks	Parimad kriminaalromaanide autorid		kriminaalromaan	Ersen	2006		
2681	Ron Faust	Luudemeri	Parimad kriminaalromaanide autorid		kriminaalromaan	Ersen	2005		
2682	Phillip Margolin	Omakohus	Parimad kriminaalromaanide autorid		kriminaalromaan	Ersen	2005		
2683	Aleksandra Marinina	Patu illusioon	 		kriminaalromaan	Ersen	2006		
2684	Tess Gerritsen	Haihtunud	Toimik	43	kriminaalromaan	Ersen	2006		
2685	Danielle Steel	Paadunud poissmehed	 		romaan	Ersen	2006		
2686	Laura Grünberg	21 maailmakuulsat meresõitjat	21		populaarteaduslik	Odamees	2006		
2687	Aleksandra Marinina	Stiilimeister	 		kriminaalromaan	Ersen	2006		
2688	Susan Mallery	Veetlus	Tänapäeva Ameerika menukirjanik		naistekas	Ersen	2006		
2689	Michele Albert	Kahe silma vahel	Kirg ja põnevus		kriminaalromaan	Ersen	2006		
2690	Darja Dontsova	Välk selgest taevast	irooniline kriminaalromaan		kriminaalromaan	Ersen	2006		
2691	Ellen Galford	Hatšepsut	 		populaarteaduslik	Eesti Entsüklopeediakirjastuse AS	2006		
2692	Sandra Brown	Eksiteel	Harlequin		armastusromaan	Ersen	2007		
2693	Jayne Ann Krentz	Hädavaled	New York Timesi bestseller		kriminaalromaan	Ersen	2007		
2694	Janelle Taylor	Jälgides Amandat	Triloogia	I	naistekas	Ersen	2006		
2695	Iain Pears	Bernini büst	 		kriminaalromaan	Ersen	2006		
2696	Iain Pears	Tiziani komitee	 		kriminaalromaan	Ersen	2005		
2697	Jeff Long	Lunastus	Toimik	44	kriminaalromaan	Ersen	2006		
2698	Jacey Ford	Mõrvaiha	New York Timesi bestseller		kriminaalromaan	Ersen	2007		
2699	Sandra Brown	Jäine veri	 		kriminaalromaan	Ersen	2006		
2700	James Patterson	Tulin sind tapma	Toimik	42	kriminaalromaan	Ersen	2006		
2701	Sandra Brown	Rikošett	 		kriminaalromaan	Ersen	2006		
2702	Jules Verne	Robur vallutaja	Põnevusromaan		romaan	Kuldsulg	2004		
2703	Janelle Taylor	Kummitades Oliviat	Triloogia	II	armastusromaan	Ersen	2007		
2704	Jed Rubenfeld	Mõrva tõlgendamine	 		kriminaalromaan	Ersen	2006		
2705	Nora Roberts	Kuu pime pool			kriminaalromaan	Ersen	2007		
2706	Priit Raudkivi	Caesarist Tudoriteni			teaduslik	Argo	2001		
2707	Saul Bellow	Püüa päeva	romaaniklassika 3	3	romaan	Eesti Päevaleht	2007		
2708	Mark Twain	Jänki kuningas Arthuri üukonnas	romaaniklassika 3	4	romaan	Eesti Päevaleht	2007		
2709	Karen Robards	Jälgi jätmata	Lembepõnevik		kriminaalromaan	Ersen	2007		
2710	Christiane Heggan	Kus peitub tõde	New York Timesi Bestsellerite autor		kriminaalromaan	Ersen	2007		
2711	George Gordon Byron	Luuletusi ja poeeme			luulekogu	Tammerraamat	2006		
2712	Johann Wolfgang Goethe	Noore Wertheri kannatused	romaaniklassika 3	5	romaan	Eesti Päevaleht	2007		
2713	Charles Dickens	David Copperfield	romaaniklassika 3	6	romaan	Eesti Päevaleht	2007		
2714	Jayne Ann Krentz	Hasartmängija tüdruk	Harlequin		armastusromaan	Ersen	2007		
2715	Edith Wharton	Süütuse aeg	romaaniklassika 3	7	romaan	Eesti Päevaleht	2007		
2716	Anne Stuart	Külm kui jää	Mira		kriminaalromaan	Ersen	2007		
2717	Julie Kenner	Givenchy kood			kriminaalromaan	Ersen	2007		
2718	Shirley Jump	Šokolaadimaias pruut	Armastusromaan		armastusromaan	Ersen	2007		
2719	Ivan Turgenev	Isad ja pojad	romaaniklassika 3	8	romaan	Eesti Päevaleht	2007		
2720	Bram Stoker	Dracula	romaaniklassika 3	9	romaan	Eesti Päevaleht	2007		
2721	Rudyard Kipling	Kim	romaaniklassika 3	11	romaan	Eesti Päevaleht	2007		
2722	Paulo Coelho	Kurat ja preili Prym			romaan	Pilgrim	2007		
2723	Virginia Woolf	Proua Dalloway	romaaniklassika 3	10	romaan	Eesti Päevaleht	2007		
2724	Edgar Laurence Doctorow	Ragtime	romaaniklassika 3	13	romaan	Eesti Päevaleht	2007		
2725	Maeve Binchy	Itaalia keele kursus	Ajaviiteromaan		romaan	Varrak	2007		
2726	Jules Verne	Tsaari kuller			seiklusromaan	Kuldsulg	2007		
2727	Dick Francis	Käsu korras			romaan	Varrak	2007		
2728	Gayle Wilson	Inkvisiitor			romaan	Ersen	2007		
2729	David Baldacci	Kollektsionäärid	Toimik	47	romaan	Ersen	2007		
2730	James Patterson	Põrguväravad	Toimik	46	romaan	Ersen	2007		
2731	Robert Harris	Impeerium	Triloogia	I	romaan	Ersen	2007		
2732	Steve Berry	Templirüütlite pärand			romaan	Ersen	2007		
2733	Jack London	Martin Eden	romaaniklassika 3	16	romaan	Eesti Päevaleht	2007		
2734	Ivan Gontšarov	Oblomov	romaaniklassika 3	17	romaan	Eesti Päevaleht	2007		
2735	Herman Melville	Moby Dick	romaaniklassika 3	22	romaan	Eesti Päevaleht	2007		
2736	Patricia Highsmith	Andekas mr Ripley	romaaniklassika 3	24	romaan	Eesti Päevaleht	2007		
2737	Evelyn Waugh	Allakäik ja langus	romaaniklassika 3	23	romaan	Eesti Päevaleht	2007		
2738	Knut Hamsun	Nälg	romaaniklassika 3	19	romaan	Eesti Päevaleht	2007		
2739	Daniel Defoe	Robinson Crusoe	romaaniklassika 3	18	romaan	Eesti Päevaleht	2007		
2740	Karen Robards	Elus sööt	Lembepõnevik		kriminaalromaan	Ersen	2007		
2741	Andrus Kivirähk	"Mees, kes teadis ussisõnu"			romaan	Eesti keele sihtasutus	2007		
2742	Sophie Kinsella	The Undomestic Goddess			fiction	Black Swan	2007		
2743	Rita Heron	Hüvastijätusuudlus			romaan	Ersen	2007		
2744	Susan Mallery	Särin	Triloogia	II	armastusromaan	Ersen	2007		
2745	E.M. Forster	Vaatega tuba	romaaniklassika 3	26	romaan	Eesti Päevaleht	2007		
2746	Margaret Atwood	Pime palgamõrvar	romaaniklassika 3	27	romaan	Eesti Päevaleht	2007		
2747	Miguel de Cervantes Saavedra	Don Quiote	romaaniklassika 3	28	romaan	Eesti Päevaleht	2007		
2748	Jane Austen	Uhkus ja eelarvamus	romaaniklassika 3	30	romaan	Eesti Päevaleht	2007		
2749	Susan Mallery	Hõrgutav	Triloogia	III	armastusromaan	Ersen	2007		
2750	Agatha Christie	Mõrv Idaekspressis	romaaniklassika 3	31	romaan	Eesti Päevaleht	2007		
2751	Jayne Ann Krentz	Saatuse keerdkäigud	Harlequin		armastusromaan	Ersen	2007		
2752	Lembit Uustulnd	Ruutuemanda sündroom			spionaažilugu	Varrak	2007		
2753	Tess Gerritsen	Õpipoiss	Toimik	51	romaan	Ersen	2007		
2754	Neil Olson	Ikoon			kriminaalromaan	Ersen	2007		
2755	Jeff Abbott	Paanika	Rahvusvaheline bestseller		kriminaalromaan	Ersen	2007		
2756	Joseph O'Connor	Mere täht			romaan	Varrak	2007		
2757	Robert Ludlum	Skorpioni illusioon			romaan	Hotger	2007		
2758	Fjodor Dostojevski	Idioot	romaaniklassika 3	32	romaan	Eesti Päevaleht	2007		
2759	Stephen King	Misery	romaaniklassika 3	33	romaan	Eesti Päevaleht	2007		
2760	Nora Roberts	Keskpäev			kriminaalromaan	Ersen	2007		
2761	Michael Fredrickson	Surnut kaitstes	Toimik	55	romaan	Ersen	2007		
2762	D. H. Lawrence	Vikerkaar	romaaniklassika 3	36	romaan	Eesti Päevaleht	2007		
2763	Thomas Mann	Doktor Faustus	romaaniklassika 3	37	romaan	Eesti Päevaleht	2007		
2764	John le Carre	"Spioon, kes pääses külma käest"	romaaniklassika 3	40	romaan	Eesti Päevaleht	2007		
2765	Anne Stuart	Sinine kui jää	Mira		naiste krimka	Ersen	2007		
2766	Iain Pears	Tõe teeviit		II	romaan	Ersen	2007		
2767	Shannon K. Butcher	Kahetsuseta	Lembepõnevik		naiste krimka	Ersen	2007		
2768	Julie Garwood	Aeglase leegiga	Kirg ja põnevus		naiste krimka	Ersen	2007		
2769	J.R.R. Toliken	Kääbik	romaaniklassika 3	41	romaan	Eesti Päevaleht	2007		
2770	Jackie Collins	Armukesed ja mängurid			romaan	Ersen	2006		
2771	Matthew Costello	Tundmatu	Erseni põnevusromaan		põnevik	Ersen	2004		
2772	Aleksandra Marinina	"See, kes teab"	Triloogia	2. raamat	romaan	Ersen	2007		
2773	Aleksandra Marinina	"See, kes teab"	Triloogia	1. raamat	romaaan	Ersen	2007		
2774	Aleksandra Marinina	"See, kes teab"	Triloogia	3. raamat	romaaan	Ersen	2007		
2775	Carla Neggers	Lesk	New York Times'I Bestsellerite Autorid		Kriminull	Ersen	2007		
2776	Henryk Sienkiewicz	Quo Vadis?	romaaniklassika 3	42	romaan	Eesti Päevaleht	2007		
2777	August Strinberg	Punane tuba	romaaniklassika 3	43	romaan	Eesti Päevaleht	2007		
2778	Heather Graham	Kelly tapmine	New York Times'I Bestsellerite Autorid		naiste krimka	Ersen	2007		
2779	Heather Graham	Saar	New York Times'I Bestsellerite Autorid		naiste krimka	Ersen	2007		
2780	Sophie Kinsella	Kellel poleks saladusi?			naistekas	ersen	2007		
2781	Andres Anvelt	Punane elavhõbe			romaan	Eesti Päevaleht	2007		
2782	Thorton Wilder	Märtsi iidid	romaaniklassika 3	45	romaan	Eesti Päevaleht	2007		
2783	Susan Mallery	Ahvatlev	Triloogia	IV	armastus	Ersen	2007		
2784	Jayne Ann Krentz	Tormiline väljakutse	Harlequin		armastus	ersen	2007		
2785	Thomas Harris	Voonakeste vaikimine	romaaniklassika 3	47	romaan	Eesti Päevaleht	2008		
2786	Aleksandra Marinina	Surma helge pale			romaan	ersen	2007		
2787	Aleksandra Marinina	Seitsmes ohver			romaan	ersen	2007		
2788	Michael Connelly	Sünkjas park	Toimik	59	romaan	ersen	2007		
2789	Markii de Sade	Justine	romaaniklassika 3	48	romaan	Eesti Päevaleht	2008		
2790	Danielle Steel	Õed			romaan	ersen	2007		
2791	Anne Frasier	Surnumäng	Erseni põnevusromaan		romaan	ersen	2005		
2792	Robert Byrne	Pilvelõhkuja	Katastroofisari		romaan	ersen	2006		
2793	Daniel Silva	Sõnumitooja			romaan	ersen	2007		
2794	Jennifer Crusie	Mehejaht	Harlequin		armastus	ersen	2007		
2795	Nora Roberts	Gabrieli ingel	Harlequin		armastus	ersen	2007		
2796	Gabriel Garcia Marquez	Armastusest ja teistest deemonitest	romaaniklassika 3		romaan	ersen	2008		
2797	Jamie Denton	Õigus vaikida	erseni põnevusromaan		Kriminull	ersen	2008		
2798	Darja Dontsova	Tembutav tegelane	Irooniline kriminaalromaan		Kriminull	ersen	2008		
2799	Doris Lessing	Kuldne märkmeraamat	romaaniklassika 3	51	romaan	Eesti Päevaleht	2008		
2800	Nancy Thayer	Kuumahoogude klubi puhkus	Armastusromaan		romaan	ersen	2008		
2801	Aleksandra Marinina	Objekti asendamine			Kriminull	ersen	2008		
2802	Thomas H. Cook	Hirmu tööriist	Erseni põnevusromaan		põnevusromaan	ersen	2004		
2803	Daniel Silva	Salaagent			romaan	ersen	2008		
2804	Aleksandra Marinina	Kannatanu nimi – eikeegi			Kriminull	ersen	2006		
2805	Arkadi ja Boriss Strugatski	„Hukkunud alpinisti“ hotell	romaaniklassika 3	53	romaan	Eesti Päevaleht	2008		
2806	Patricia Cornwell	Kiskja			Kriminull	Varrak	2007		
2807	Julie Kenner	Manolo maatriks	Triloogia	II	Kriminull	Ersen	2008		
2808	Jayne Ann Krentz	Raveni röövsaak	Harlequin		naiste krimka	Ersen	2008		
2809	Gustave Flaubert	Tundekasvatus	romaaniklassika 3	54	romaan	Eesti Päevaleht	2008		
2810	Michael Cunningham	Tunnid	romaaniklassika 3	55	romaan	Eesti Päevaleht	2008		
2811	Anne Stuart	Must kui jää	Mira		Kriminull	ersen	2008		
2812	Gilbert Adair	Roger Murgatoryd'i etteaste			Kriminull	Varrak	2007		
2813	Michael Connelly	Lahendamata juhtum	Toimik	60	Kriminull	ersen	2008		
2814	Carla Neggers	Heidik	Mira		Kriminull	ersen	2008		
2815	Vladimir Nabokov	Kutse tapalavale	romaaniklassika 3	56	romaan	Eesti Päevaleht	2008		
2816	Anne Rice	Intervjuu vampiiriga	romaaniklassika 3	57	romaan	Eesti Päevaleht	2008		
2817	Mary Higgins Clark	Öö on minu aeg			Kriminull	ersen	2008		
2818	Jasmine Cresswell	Kadunud	Mira	I	Kriminull	ersen	2008		
2819	Salman Rushdie	Mauri viimane ohe	romaaniklassika 3	58	romaan	Eesti Päevaleht	2008		
2820	Graham Green	Meie mees Havannas	romaaniklassika 3	59	romaan	Eesti Päevaleht	2008		
2821	Shannon Drake	Kuninganna õuedaam	Harlequin		armastus	ersen	2008		
2822	Jane Moore	The Second Wives Club			romaan	Arrow Books	2006		
2823	John Fowles	Liblikapüüdja	romaaniklassika 3	61	romaan	Eest Päevaleht	2008		
2824	William Lashner	Langeb vari			Kriminull	Ersen	2006		
2825	Brett Battles	Reetmine	Toimik	61	Kriminull	Ersen	2008		
2826	Robert Harris	Variautor			Kriminull	Ersen	2008		
2827	Sue Grafton	Karjäär	New York Times'I Bestseller		Kriminull	Ersen	2003		
2828	Peter Hoeg	Preili Smilla lumetaju	romaaniklassika 3	63	romaan	Eesti Päevaleht	2008		
2829	Jennifer Crusie	Mitte keegi peale sinu	Harlequin		armastus	Ersen	2007		
2830	Mati Unt	"Hüvasti, kollane kass!"			romaan	Eesti Raamat			
2831	Carly Phillips	Võrguta mind	Harlequin		armastus	Ersen	2008		
2832	Phillip Roth	Portnoy tõbi	romaaniklassika 3	64	romaan	Eesti Päevaleht	2008		
2833	Janelle Taylor	Võrgutades Ivyt	Triloogia	III	armastus	Ersen	2008		
2834	August Kitzberg	Libahunt. Kauka jumal			romaan	Ilo	2008		
2835	Heather Graham	Viimased jõulud	Mira		Kriminull	Ersen	2008		
2836	Jasmine Cresswell	Kahtlusalune	Mira	II	Kriminull	Ersen	2008		
2837	H.G. Wells	Nähtamatu	romaaniklassika 3	65	romaan	Eesti Päevaleht	2008		
2838	Nathaniel Hawthorn	Tulipunane kirjatäht	romaaniklassika 3	67	romaan	Eesti Päevaleht	2008		
2839	Boriss Akunin	Pelagia ja valge buldog	Nunn Pelagia uurimised		Kriminull	Tänapäev	2006		
2840	Caroline Graham	Kummitus tapamasinas	Midsomeri mõrvalood		Kriminull	Varrak	2005		
2841	Caroline Graham	Turvaline paik	Midsomeri mõrvalood		Kriminull	Varrak	2005		
2842	James Hadley Chase	"Said, mis tahtsid"	Põnevusromaan		Kriminull	Nebadon	2007		
2843	Jason Pinter	Märk	Mira		Kriminull	Ersen	2008		
2844	Tom Cain	"Mees, kes põhjustas õnnetusi"	Toimik	62	Kriminull	Ersen	2008		
2845	Sandra Brown	Ainult armastusest	Armastusromaan		armastus	Ersen	2007		
2846	Sandra Brown	Unustamatu suudlus	Armastusromaan		armastus	Ersen	2008		
2847	Julie Kenner	Prada paradoks	Triloogia	III	naiste krimka	Ersen	2008		
2848	Thomas Keneally	Schindleri nimekiri	romaaniklassika 3	70	romaan	Eesti Päevaleht	2008		
2849	Arnold Tulik	Poiss maanteel			lastelkirjandus	Eesti Raamat	1982		
2850	Anne Stuart	Jäine torm	Mira		kriminull	Ersen	2008		
2851	Carly Phillips	Suudlusega kinnitatud	Harlequin		armastus	Ersen	2008		
2852	Marliss Melton	Järgmine ohver	Kirg ja põnevus		kriminull	Ersen	2008		
2853	Rex Stout	Rootsi kardinad kolmele	öölane	108	kriminull	Elmatar	2008		
2854	Jasmine Cresswell	Kättemaks	Triloogia	III	naiste krimka	Ersen	2008		
2855	Nicola Cornick	Skandaalne Lord	Harlequin		naistekas	Ersen	2008		
2856	Karl August Hindrey	Urmas ja Merike	Eesti lugu	2	romaan	Eesti päevaleht	2008		
2857	August Mälk	Läänemere isandad	Eesti lugu	3	romaan	Eesti Päevaleht	2008		
2858	Ain Kalmus	Jumalad lahkuvad maalt	Eesti lugu	4	romaan	Eesti Päevaleht	2008		
2859	Robert Ludlum	Sigma protokoll			romaan	Hotger	2008		
2860	Mait Metsanurk	Ümera jõel	Eesti lugu	5	romaan	Eesti Päevaleht	2008		
2861	Läti Henrik	Henriku Liivimaa kroonika	Eesti lugu	6	ajalooline	Eesti Päevaleht	2008		
2862	Juliette Greene	Kõiges on süüdi Pariis	Harlequin		naistekas	Ersen	2008		
2863	Eduard Bornhöhe	Tasuja	Eesti lugu	7	ajalooline romaan	Eesti Päevaleht	2008		
2864	Kerttu Ruus Aivar Hundimägi	Võitlusse majanduslangusega	Äripäeva raamat		majandus	Äripäev	2008		
2865	Jayne Ann Krentz	Särise ja põle	New York Times'I Bestseller		naiste krimka	Ersen	2008		
2866	Gert Helbemäe	Sellest mustast mungast	Eesti lugu	9	romaan	Eesti Päevaleht	2008		
2867	Aino Kallas	Reigi õpetaja	Eesti lugu	11	romaan	eesti päevaleht	2008		
2868	Terry Pratchett	The Light Fantastic	A Discworld Novel		ulme	Harper Torch	2001		
